model   INFO     ------------------------------------
model   INFO      Model is runing in MPI Environment 
model   INFO      Number of process: 1
model   INFO     ------------------------------------
model   INFO      
model   INFO     Loading Kinetic Model...

model   INFO     read in parameters...
model   INFO     rate_algo = TST
model   INFO     active_ratio = 0.444444444444
model   INFO     temperature = 500
model   INFO     plotter = EnergyProfilePlotter
model   INFO     rootfinding = MDNewton
model   INFO     species_definitions =
model   INFO             *_s: {'type': 'site', 'total': 1.0, 'site_name': 'top'}
model   INFO             CO_g: {'pressure': 1e-05}
model   INFO             O2_g: {'pressure': 1.0000000000000001e-05}
model   INFO             CO2_g: {'pressure': 0.0}
model   INFO     max_rootfinding_iterations = 100
model   INFO     rxn_expressions =
model   INFO             CO_g + *_s -> CO_s
model   INFO             O2_g + 2*_s -> 2O_s
model   INFO             CO_s + O_s <-> CO-O_2s -> CO2_g + 2*_s
model   INFO     corrector = ThermodynamicCorrector
model   INFO     tolerance = 1e-30
model   INFO     unitcell_area = 9e-20
model   INFO     Parsing elementary rxns...
model   INFO     MicroKineticModel creating...success!

model.solvers.SteadyStateSolver   INFO     entering lsoda ODE integration loop...
model.solvers.SteadyStateSolver   INFO     start = 0.00  end = 10.00  step = 0.000100

model.solvers.SteadyStateSolver   INFO        process             time(s)                CO_s                 O_s
model.solvers.SteadyStateSolver   INFO           4.20%            0.420000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           4.40%            0.440000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           4.60%            0.460000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           4.80%            0.480000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           5.00%            0.500000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           5.20%            0.520000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           5.40%            0.540000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           5.60%            0.560000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           5.80%            0.580000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           6.00%            0.600000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           6.20%            0.620000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           6.40%            0.640000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           6.60%            0.660000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           6.80%            0.680000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           7.00%            0.700000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           7.20%            0.720000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           7.40%            0.740000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           7.60%            0.760000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           7.80%            0.780000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           8.00%            0.800000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           8.20%            0.820000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           8.40%            0.840000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           8.60%            0.860000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           8.80%            0.880000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           9.00%            0.900000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           9.20%            0.920000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           9.40%            0.940000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           9.60%            0.960000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO           9.80%            0.980000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          10.00%            1.000000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          10.20%            1.020000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          10.40%            1.040000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          10.60%            1.060000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          10.80%            1.080000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          11.00%            1.100000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          11.20%            1.120000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          11.40%            1.140000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          11.60%            1.160000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          11.80%            1.180000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          12.00%            1.200000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          12.20%            1.220000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          12.40%            1.240000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          12.60%            1.260000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          12.80%            1.280000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          13.00%            1.300000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          13.20%            1.320000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          13.40%            1.340000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          13.60%            1.360000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          13.80%            1.380000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          14.00%            1.400000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          14.20%            1.420000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          14.40%            1.440000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          14.60%            1.460000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          14.80%            1.480000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          15.00%            1.500000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          15.20%            1.520000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          15.40%            1.540000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          15.60%            1.560000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          15.80%            1.580000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          16.00%            1.600000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          16.20%            1.620000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          16.40%            1.640000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          16.60%            1.660000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          16.80%            1.680000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          17.00%            1.700000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          17.20%            1.720000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          17.40%            1.740000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          17.60%            1.760000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          17.80%            1.780000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          18.00%            1.800000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          18.20%            1.820000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          18.40%            1.840000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          18.60%            1.860000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          18.80%            1.880000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          19.00%            1.900000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          19.20%            1.920000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          19.40%            1.940000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          19.60%            1.960000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          19.80%            1.980000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          20.00%            2.000000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          20.20%            2.020000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          20.40%            2.040000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          20.60%            2.060000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          20.80%            2.080000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          21.00%            2.100000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          21.20%            2.120000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          21.40%            2.140000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          21.60%            2.160000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          21.80%            2.180000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          22.00%            2.200000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          22.20%            2.220000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          22.40%            2.240000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          22.60%            2.260000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          22.80%            2.280000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          23.00%            2.300000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          23.20%            2.320000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          23.40%            2.340000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          23.60%            2.360000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          23.80%            2.380000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          24.00%            2.400000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          24.20%            2.420000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          24.40%            2.440000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          24.60%            2.460000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          24.80%            2.480000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          25.00%            2.500000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          25.20%            2.520000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          25.40%            2.540000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          25.60%            2.560000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          25.80%            2.580000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          26.00%            2.600000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          26.20%            2.620000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          26.40%            2.640000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          26.60%            2.660000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          26.80%            2.680000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          27.00%            2.700000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          27.20%            2.720000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          27.40%            2.740000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          27.60%            2.760000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          27.80%            2.780000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          28.00%            2.800000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          28.20%            2.820000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          28.40%            2.840000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          28.60%            2.860000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          28.80%            2.880000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          29.00%            2.900000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          29.20%            2.920000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          29.40%            2.940000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          29.60%            2.960000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          29.80%            2.980000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          30.00%            3.000000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          30.20%            3.020000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          30.40%            3.040000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          30.60%            3.060000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          30.80%            3.080000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          31.00%            3.100000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          31.20%            3.120000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          31.40%            3.140000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          31.60%            3.160000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          31.80%            3.180000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          32.00%            3.200000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          32.20%            3.220000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          32.40%            3.240000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          32.60%            3.260000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          32.80%            3.280000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          33.00%            3.300000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          33.20%            3.320000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          33.40%            3.340000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          33.60%            3.360000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          33.80%            3.380000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          34.00%            3.400000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          34.20%            3.420000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          34.40%            3.440000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          34.60%            3.460000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          34.80%            3.480000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          35.00%            3.500000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          35.20%            3.520000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          35.40%            3.540000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          35.60%            3.560000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          35.80%            3.580000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          36.00%            3.600000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          36.20%            3.620000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          36.40%            3.640000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          36.60%            3.660000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          36.80%            3.680000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          37.00%            3.700000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          37.20%            3.720000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          37.40%            3.740000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          37.60%            3.760000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          37.80%            3.780000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          38.00%            3.800000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          38.20%            3.820000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          38.40%            3.840000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          38.60%            3.860000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          38.80%            3.880000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          39.00%            3.900000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          39.20%            3.920000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          39.40%            3.940000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          39.60%            3.960000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          39.80%            3.980000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          40.00%            4.000000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          40.20%            4.020000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          40.40%            4.040000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          40.60%            4.060000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          40.80%            4.080000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          41.00%            4.100000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          41.20%            4.120000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          41.40%            4.140000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          41.60%            4.160000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          41.80%            4.180000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          42.00%            4.200000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          42.20%            4.220000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          42.40%            4.240000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          42.60%            4.260000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          42.80%            4.280000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          43.00%            4.300000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          43.20%            4.320000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          43.40%            4.340000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          43.60%            4.360000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          43.80%            4.380000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          44.00%            4.400000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          44.20%            4.420000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          44.40%            4.440000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          44.60%            4.460000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          44.80%            4.480000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          45.00%            4.500000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          45.20%            4.520000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          45.40%            4.540000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          45.60%            4.560000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          45.80%            4.580000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          46.00%            4.600000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          46.20%            4.620000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          46.40%            4.640000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          46.60%            4.660000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          46.80%            4.680000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          47.00%            4.700000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          47.20%            4.720000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          47.40%            4.740000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          47.60%            4.760000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          47.80%            4.780000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          48.00%            4.800000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          48.20%            4.820000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          48.40%            4.840000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          48.60%            4.860000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          48.80%            4.880000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          49.00%            4.900000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          49.20%            4.920000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          49.40%            4.940000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          49.60%            4.960000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          49.80%            4.980000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          50.00%            5.000000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          50.20%            5.020000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          50.40%            5.040000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          50.60%            5.060000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          50.80%            5.080000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          51.00%            5.100000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          51.20%            5.120000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          51.40%            5.140000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          51.60%            5.160000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          51.80%            5.180000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          52.00%            5.200000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          52.20%            5.220000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          52.40%            5.240000      9.96535661e-01      5.87555288e-12
model.solvers.SteadyStateSolver   INFO          52.60%            5.260000      9.96535661e-01      5.87555288e-12
