model   INFO     ------------------------------------
model   INFO      Model is runing in MPI Environment 
model   INFO      Number of process: 1
model   INFO     ------------------------------------
model   INFO      
model   INFO     Loading Kinetic Model...

model   INFO     read in parameters...
model   INFO     rate_algo = CT
model   INFO     active_ratio = 0.444444444444
model   INFO     temperature = 500
model   INFO     plotter = EnergyProfilePlotter
model   INFO     rootfinding = MDNewton
model   INFO     species_definitions =
model   INFO             *_t: {'type': 'site', 'total': 1.0, 'site_name': 'top'}
model   INFO             CO_g: {'pressure': 0.1}
model   INFO             O2_g: {'pressure': 9.9999999999999995e-08}
model   INFO             CO2_g: {'pressure': 1.32e-07}
model   INFO     max_rootfinding_iterations = 100
model   INFO     rxn_expressions =
model   INFO             CO_g + *_t -> CO_t
model   INFO             O2_g + 2*_t -> 2O_t
model   INFO             CO_t + O_t <-> CO-O_2t -> CO2_g + 2*_t
model   INFO     corrector = ThermodynamicCorrector
model   INFO     tolerance = 1e-50
model   INFO     unitcell_area = 9e-20
model   INFO     Parsing elementary rxns...
model   INFO     MicroKineticModel creating...success!

model.solvers.SteadyStateSolver   INFO     entering lsoda ODE integration loop...
model.solvers.SteadyStateSolver   INFO     start = 0.00  end = 10.00  step = 0.000100

model.solvers.SteadyStateSolver   INFO        process             time(s)                CO_t                 O_t
model.solvers.SteadyStateSolver   INFO          94.80%            9.479801      1.00000000e+00      2.10901379e-27
model.solvers.SteadyStateSolver   INFO          95.00%            9.499801      1.00000000e+00      2.10791185e-27
model.solvers.SteadyStateSolver   INFO          95.20%            9.519801      1.00000000e+00      2.10680990e-27
model.solvers.SteadyStateSolver   INFO          95.40%            9.539801      1.00000000e+00      2.10570796e-27
model.solvers.SteadyStateSolver   INFO          95.60%            9.559801      1.00000000e+00      2.10460601e-27
model.solvers.SteadyStateSolver   INFO          95.80%            9.579801      1.00000000e+00      2.10350407e-27
model.solvers.SteadyStateSolver   INFO          96.00%            9.599801      1.00000000e+00      2.10240212e-27
model.solvers.SteadyStateSolver   INFO          96.20%            9.619801      1.00000000e+00      2.10130018e-27
model.solvers.SteadyStateSolver   INFO          96.40%            9.639801      1.00000000e+00      2.10019823e-27
model.solvers.SteadyStateSolver   INFO          96.60%            9.659801      1.00000000e+00      2.09909629e-27
model.solvers.SteadyStateSolver   INFO          96.80%            9.679801      1.00000000e+00      2.09799434e-27
model.solvers.SteadyStateSolver   INFO          97.00%            9.699801      1.00000000e+00      2.09689240e-27
model.solvers.SteadyStateSolver   INFO          97.20%            9.719801      1.00000000e+00      2.09579045e-27
model.solvers.SteadyStateSolver   INFO          97.40%            9.739801      1.00000000e+00      2.09468851e-27
model.solvers.SteadyStateSolver   INFO          97.60%            9.759801      1.00000000e+00      2.09358656e-27
model.solvers.SteadyStateSolver   INFO          97.80%            9.779801      1.00000000e+00      2.09248462e-27
model.solvers.SteadyStateSolver   INFO          98.00%            9.799801      1.00000000e+00      2.09138267e-27
model.solvers.SteadyStateSolver   INFO          98.20%            9.819801      1.00000000e+00      2.09028073e-27
model.solvers.SteadyStateSolver   INFO          98.40%            9.839801      1.00000000e+00      2.08917878e-27
model.solvers.SteadyStateSolver   INFO          98.60%            9.859801      1.00000000e+00      2.08807683e-27
model.solvers.SteadyStateSolver   INFO          98.80%            9.879801      1.00000000e+00      2.08697489e-27
model.solvers.SteadyStateSolver   INFO          99.00%            9.899801      1.00000000e+00      2.08587294e-27
model.solvers.SteadyStateSolver   INFO          99.20%            9.919801      1.00000000e+00      2.08477100e-27
model.solvers.SteadyStateSolver   INFO          99.40%            9.939801      1.00000000e+00      2.08366905e-27
model.solvers.SteadyStateSolver   INFO          99.60%            9.959801      1.00000000e+00      2.08256711e-27
model.solvers.SteadyStateSolver   INFO          99.80%            9.979801      1.00000000e+00      2.08146516e-27
model.solvers.SteadyStateSolver   INFO         100.00%            9.999801      1.00000000e+00      2.08036322e-27
model.solvers.SteadyStateSolver   INFO         finish

model.solvers.SteadyStateSolver   INFO     ODE integration trajectory is written to auto_ode_coverages.py.
model   INFO     --- Solve Micro-kinetic model ---
model   INFO     use user-defined coverages as initial guess...
model   INFO     getting coarse steady state coverages...
model   INFO     getting precise steady state coverages...
model.solvers.SteadyStateSolver   INFO     Entering main loop...
model.solvers.SteadyStateSolver   INFO     MDNewton Iterator instantiation - success!
model.solvers.SteadyStateSolver   INFO     initial guess coverage - success
model.solvers.SteadyStateSolver   INFO     entering Newton Iteration( 1 )...
model.solvers.SteadyStateSolver   INFO       status           N            residual                norm
model.solvers.SteadyStateSolver   INFO     ------------------------------------------------------------
model.solvers.SteadyStateSolver   INFO     in_process         1       8.0668446792e-28       8.0668446792e-28
model.solvers.SteadyStateSolver   INFO     in_process         2       7.9643657800e-62       1.0780034418e-61
model.solvers.SteadyStateSolver   INFO     success            2       7.9643657800e-62       1.0780034418e-61
model.solvers.SteadyStateSolver   INFO     Steady State Coverages:

 index     intermediate name        steady state coverage         
------------------------------------------------------------
 00        CO_t                     9.9999999999855027e-01        
 01        O_t                      1.5062715531040436e-27        
------------------------------------------------------------

model.solvers.SteadyStateSolver   INFO     error = 7.964366e-62
model.solvers.MeanFieldSolver   INFO     

reactions                                R_forward   R_reverse   
------------------------------------------------------------------
CO_g + *_t -> CO_t                       1.3081e-05  1.3081e-05  
O2_g + 2*_t -> 2O_t                      9.1969e-19  1.2247e-63  
CO_t + O_t <-> CO-O_2t -> CO2_g + 2*_t   1.8394e-18  3.7697e-29  
------------------------------------------------------------------

model.solvers.MeanFieldSolver   INFO     Turnover Frequencies:

 index     gas name                 TOF                           
------------------------------------------------------------
 00        CO2_g                    1.8393870060522069e-18        
 01        CO_g                     -1.8393870060522073e-18       
 02        O2_g                     -9.1969350302610366e-19       
------------------------------------------------------------

model.solvers.MeanFieldSolver   INFO     Reversibilities:

 index     elementary reaction                                                   reversibilities               
----------------------------------------------------------------------------------------------------
 00        CO_g + *_t -> CO_t                                                    9.9999999999985933e-01        
 01        O2_g + 2*_t -> 2O_t                                                   1.3316581697817655e-45        
 02        CO_t + O_t <-> CO-O_2t -> CO2_g + 2*_t                                2.0494590812907506e-11        
----------------------------------------------------------------------------------------------------

model   INFO     ------------------------------------
model   INFO      Model is runing in MPI Environment 
model   INFO      Number of process: 1
model   INFO     ------------------------------------
model   INFO      
model   INFO     Loading Kinetic Model...

model   INFO     read in parameters...
model   INFO     rate_algo = CT
model   INFO     active_ratio = 0.444444444444
model   INFO     temperature = 500
model   INFO     plotter = EnergyProfilePlotter
model   INFO     rootfinding = MDNewton
model   INFO     species_definitions =
model   INFO             *_t: {'type': 'site', 'total': 1.0, 'site_name': 'top'}
model   INFO             CO_g: {'pressure': 0.1}
model   INFO             O2_g: {'pressure': 0.052631668421052637}
model   INFO             CO2_g: {'pressure': 1.32e-07}
model   INFO     max_rootfinding_iterations = 100
model   INFO     rxn_expressions =
model   INFO             CO_g + *_t -> CO_t
model   INFO             O2_g + 2*_t -> 2O_t
model   INFO             CO_t + O_t <-> CO-O_2t -> CO2_g + 2*_t
model   INFO     corrector = ThermodynamicCorrector
model   INFO     tolerance = 1e-50
model   INFO     unitcell_area = 9e-20
model   INFO     Parsing elementary rxns...
model   INFO     MicroKineticModel creating...success!

model.solvers.SteadyStateSolver   INFO     entering lsoda ODE integration loop...
model.solvers.SteadyStateSolver   INFO     start = 0.00  end = 10.00  step = 0.000100

model.solvers.SteadyStateSolver   INFO        process             time(s)                CO_t                 O_t
model.solvers.SteadyStateSolver   INFO     ----------------------------------------------------------------------
model.solvers.SteadyStateSolver   INFO           0.20%            0.019801      1.00000000e+00      2.83657360e-27
model.solvers.SteadyStateSolver   INFO           0.40%            0.039801      1.00000000e+00      4.78861888e-27
model.solvers.SteadyStateSolver   INFO           0.60%            0.059801      1.00000000e+00      7.33130864e-27
model.solvers.SteadyStateSolver   INFO           0.80%            0.079801      1.00000000e+00      9.87399839e-27
model.solvers.SteadyStateSolver   INFO           1.00%            0.099801      1.00000000e+00      1.24166881e-26
model.solvers.SteadyStateSolver   INFO           1.20%            0.119801      1.00000000e+00      1.34844843e-26
model.solvers.SteadyStateSolver   INFO           1.40%            0.139801      1.00000000e+00      1.09417918e-26
model.solvers.SteadyStateSolver   INFO           1.60%            0.159801      1.00000000e+00      8.39909930e-27
model.solvers.SteadyStateSolver   INFO           1.80%            0.179801      1.00000000e+00      5.85640679e-27
model.solvers.SteadyStateSolver   INFO           2.00%            0.199801      1.00000000e+00      3.31371429e-27
model.solvers.SteadyStateSolver   INFO           2.20%            0.219801      1.00000000e+00      2.42776618e-27
model.solvers.SteadyStateSolver   INFO           2.40%            0.239801      1.00000000e+00      2.52947388e-27
model.solvers.SteadyStateSolver   INFO           2.60%            0.259801      1.00000000e+00      2.63118158e-27
model.solvers.SteadyStateSolver   INFO           2.80%            0.279801      1.00000000e+00      2.73288927e-27
model.solvers.SteadyStateSolver   INFO           3.00%            0.299801      1.00000000e+00      2.83459697e-27
model.solvers.SteadyStateSolver   INFO           3.20%            0.319801      1.00000000e+00      2.93630467e-27
model.solvers.SteadyStateSolver   INFO           3.40%            0.339801      1.00000000e+00      3.03801236e-27
model.solvers.SteadyStateSolver   INFO           3.60%            0.359801      1.00000000e+00      3.13972006e-27
model.solvers.SteadyStateSolver   INFO           3.80%            0.379801      1.00000000e+00      3.24142776e-27
model.solvers.SteadyStateSolver   INFO           4.00%            0.399801      1.00000000e+00      3.34313545e-27
model.solvers.SteadyStateSolver   INFO           4.20%            0.419801      1.00000000e+00      3.44484315e-27
model.solvers.SteadyStateSolver   INFO           4.40%            0.439801      1.00000000e+00      3.54655085e-27
model.solvers.SteadyStateSolver   INFO           4.60%            0.459801      1.00000000e+00      3.64825854e-27
model.solvers.SteadyStateSolver   INFO           4.80%            0.479801      1.00000000e+00      3.74996624e-27
model.solvers.SteadyStateSolver   INFO           5.00%            0.499801      1.00000000e+00      3.85167394e-27
model.solvers.SteadyStateSolver   INFO           5.20%            0.519801      1.00000000e+00      3.95338164e-27
model.solvers.SteadyStateSolver   INFO           5.40%            0.539801      1.00000000e+00      4.05508933e-27
model.solvers.SteadyStateSolver   INFO           5.60%            0.559801      1.00000000e+00      4.15679703e-27
model.solvers.SteadyStateSolver   INFO           5.80%            0.579801      1.00000000e+00      4.25850473e-27
model.solvers.SteadyStateSolver   INFO           6.00%            0.599801      1.00000000e+00      4.36021242e-27
model.solvers.SteadyStateSolver   INFO           6.20%            0.619801      1.00000000e+00      4.46192012e-27
model.solvers.SteadyStateSolver   INFO           6.40%            0.639801      1.00000000e+00      4.56362782e-27
model.solvers.SteadyStateSolver   INFO           6.60%            0.659801      1.00000000e+00      4.66533551e-27
model.solvers.SteadyStateSolver   INFO           6.80%            0.679801      1.00000000e+00      4.76704321e-27
model.solvers.SteadyStateSolver   INFO           7.00%            0.699801      1.00000000e+00      4.86875091e-27
model.solvers.SteadyStateSolver   INFO           7.20%            0.719801      1.00000000e+00      4.97045860e-27
model.solvers.SteadyStateSolver   INFO           7.40%            0.739801      1.00000000e+00      5.07216630e-27
model.solvers.SteadyStateSolver   INFO           7.60%            0.759801      1.00000000e+00      5.17387400e-27
model.solvers.SteadyStateSolver   INFO           7.80%            0.779801      1.00000000e+00      5.27558170e-27
model.solvers.SteadyStateSolver   INFO           8.00%            0.799801      1.00000000e+00      5.37728939e-27
model.solvers.SteadyStateSolver   INFO           8.20%            0.819801      1.00000000e+00      5.47899709e-27
model.solvers.SteadyStateSolver   INFO           8.40%            0.839801      1.00000000e+00      5.58070479e-27
model.solvers.SteadyStateSolver   INFO           8.60%            0.859801      1.00000000e+00      5.68241248e-27
model.solvers.SteadyStateSolver   INFO           8.80%            0.879801      1.00000000e+00      5.78412018e-27
model.solvers.SteadyStateSolver   INFO           9.00%            0.899801      1.00000000e+00      5.88582788e-27
model.solvers.SteadyStateSolver   INFO           9.20%            0.919801      1.00000000e+00      5.98753557e-27
model.solvers.SteadyStateSolver   INFO           9.40%            0.939801      1.00000000e+00      6.08924327e-27
model.solvers.SteadyStateSolver   INFO           9.60%            0.959801      1.00000000e+00      6.19095097e-27
model.solvers.SteadyStateSolver   INFO           9.80%            0.979801      1.00000000e+00      6.29265867e-27
model.solvers.SteadyStateSolver   INFO          10.00%            0.999801      1.00000000e+00      6.39436636e-27
model.solvers.SteadyStateSolver   INFO          10.20%            1.019801      1.00000000e+00      6.49607406e-27
model.solvers.SteadyStateSolver   INFO          10.40%            1.039801      1.00000000e+00      6.59778176e-27
model.solvers.SteadyStateSolver   INFO          10.60%            1.059801      1.00000000e+00      6.69948945e-27
model.solvers.SteadyStateSolver   INFO          10.80%            1.079801      1.00000000e+00      6.80119715e-27
model.solvers.SteadyStateSolver   INFO          11.00%            1.099801      1.00000000e+00      6.90290485e-27
model.solvers.SteadyStateSolver   INFO          11.20%            1.119801      1.00000000e+00      7.00461254e-27
model.solvers.SteadyStateSolver   INFO          11.40%            1.139801      1.00000000e+00      7.10632024e-27
model.solvers.SteadyStateSolver   INFO          11.60%            1.159801      1.00000000e+00      7.00637124e-27
model.solvers.SteadyStateSolver   INFO          11.80%            1.179801      1.00000000e+00      6.90466353e-27
model.solvers.SteadyStateSolver   INFO          12.00%            1.199801      1.00000000e+00      6.80295582e-27
model.solvers.SteadyStateSolver   INFO          12.20%            1.219801      1.00000000e+00      6.70124811e-27
model.solvers.SteadyStateSolver   INFO          12.40%            1.239801      1.00000000e+00      6.59954040e-27
model.solvers.SteadyStateSolver   INFO          12.60%            1.259801      1.00000000e+00      6.49783270e-27
model.solvers.SteadyStateSolver   INFO          12.80%            1.279801      1.00000000e+00      6.39612499e-27
model.solvers.SteadyStateSolver   INFO          13.00%            1.299801      1.00000000e+00      6.29441728e-27
model.solvers.SteadyStateSolver   INFO          13.20%            1.319801      1.00000000e+00      6.19270957e-27
model.solvers.SteadyStateSolver   INFO          13.40%            1.339801      1.00000000e+00      6.09100186e-27
model.solvers.SteadyStateSolver   INFO          13.60%            1.359801      1.00000000e+00      5.98929415e-27
model.solvers.SteadyStateSolver   INFO          13.80%            1.379801      1.00000000e+00      5.88758645e-27
model.solvers.SteadyStateSolver   INFO          14.00%            1.399801      1.00000000e+00      5.78587874e-27
model.solvers.SteadyStateSolver   INFO          14.20%            1.419801      1.00000000e+00      5.68417103e-27
model.solvers.SteadyStateSolver   INFO          14.40%            1.439801      1.00000000e+00      5.58246332e-27
model.solvers.SteadyStateSolver   INFO          14.60%            1.459801      1.00000000e+00      5.48075561e-27
model.solvers.SteadyStateSolver   INFO          14.80%            1.479801      1.00000000e+00      5.37904790e-27
model.solvers.SteadyStateSolver   INFO          15.00%            1.499801      1.00000000e+00      5.27734020e-27
model.solvers.SteadyStateSolver   INFO          15.20%            1.519801      1.00000000e+00      5.17563249e-27
model.solvers.SteadyStateSolver   INFO          15.40%            1.539801      1.00000000e+00      5.07392478e-27
model.solvers.SteadyStateSolver   INFO          15.60%            1.559801      1.00000000e+00      4.97221707e-27
model.solvers.SteadyStateSolver   INFO          15.80%            1.579801      1.00000000e+00      4.87050936e-27
model.solvers.SteadyStateSolver   INFO          16.00%            1.599801      1.00000000e+00      4.76880165e-27
model.solvers.SteadyStateSolver   INFO          16.20%            1.619801      1.00000000e+00      4.66709395e-27
model.solvers.SteadyStateSolver   INFO          16.40%            1.639801      1.00000000e+00      4.56538624e-27
model.solvers.SteadyStateSolver   INFO          16.60%            1.659801      1.00000000e+00      4.46367853e-27
model.solvers.SteadyStateSolver   INFO          16.80%            1.679801      1.00000000e+00      4.36197082e-27
model.solvers.SteadyStateSolver   INFO          17.00%            1.699801      1.00000000e+00      4.26026311e-27
model.solvers.SteadyStateSolver   INFO          17.20%            1.719801      1.00000000e+00      4.15855540e-27
model.solvers.SteadyStateSolver   INFO          17.40%            1.739801      1.00000000e+00      4.05684770e-27
model.solvers.SteadyStateSolver   INFO          17.60%            1.759801      1.00000000e+00      3.95513999e-27
model.solvers.SteadyStateSolver   INFO          17.80%            1.779801      1.00000000e+00      3.85343228e-27
model.solvers.SteadyStateSolver   INFO          18.00%            1.799801      1.00000000e+00      3.75172457e-27
model.solvers.SteadyStateSolver   INFO          18.20%            1.819801      1.00000000e+00      3.65001686e-27
model.solvers.SteadyStateSolver   INFO          18.40%            1.839801      1.00000000e+00      3.54830915e-27
model.solvers.SteadyStateSolver   INFO          18.60%            1.859801      1.00000000e+00      3.44660144e-27
model.solvers.SteadyStateSolver   INFO          18.80%            1.879801      1.00000000e+00      3.34489374e-27
model.solvers.SteadyStateSolver   INFO          19.00%            1.899801      1.00000000e+00      3.24318603e-27
model.solvers.SteadyStateSolver   INFO          19.20%            1.919801      1.00000000e+00      3.14147832e-27
model.solvers.SteadyStateSolver   INFO          19.40%            1.939801      1.00000000e+00      3.03977061e-27
model.solvers.SteadyStateSolver   INFO          19.60%            1.959801      1.00000000e+00      2.93806290e-27
model.solvers.SteadyStateSolver   INFO          19.80%            1.979801      1.00000000e+00      2.83635519e-27
model.solvers.SteadyStateSolver   INFO          20.00%            1.999801      1.00000000e+00      2.73464749e-27
model.solvers.SteadyStateSolver   INFO          20.20%            2.019801      1.00000000e+00      2.63293978e-27
model.solvers.SteadyStateSolver   INFO          20.40%            2.039801      1.00000000e+00      2.53123207e-27
model.solvers.SteadyStateSolver   INFO          20.60%            2.059801      1.00000000e+00      2.42952436e-27
model.solvers.SteadyStateSolver   INFO          20.80%            2.079801      1.00000000e+00      2.36766752e-27
model.solvers.SteadyStateSolver   INFO          21.00%            2.099801      1.00000000e+00      2.37783829e-27
model.solvers.SteadyStateSolver   INFO          21.20%            2.119801      1.00000000e+00      2.38800906e-27
model.solvers.SteadyStateSolver   INFO          21.40%            2.139801      1.00000000e+00      2.39817983e-27
model.solvers.SteadyStateSolver   INFO          21.60%            2.159801      1.00000000e+00      2.40835060e-27
model.solvers.SteadyStateSolver   INFO          21.80%            2.179801      1.00000000e+00      2.41852137e-27
model.solvers.SteadyStateSolver   INFO          22.00%            2.199801      1.00000000e+00      2.42869214e-27
model.solvers.SteadyStateSolver   INFO          22.20%            2.219801      1.00000000e+00      2.43886291e-27
model.solvers.SteadyStateSolver   INFO          22.40%            2.239801      1.00000000e+00      2.44903368e-27
model.solvers.SteadyStateSolver   INFO          22.60%            2.259801      1.00000000e+00      2.45920446e-27
model.solvers.SteadyStateSolver   INFO          22.80%            2.279801      1.00000000e+00      2.46937523e-27
model.solvers.SteadyStateSolver   INFO          23.00%            2.299801      1.00000000e+00      2.47954600e-27
model.solvers.SteadyStateSolver   INFO          23.20%            2.319801      1.00000000e+00      2.48971677e-27
model.solvers.SteadyStateSolver   INFO          23.40%            2.339801      1.00000000e+00      2.49988754e-27
model.solvers.SteadyStateSolver   INFO          23.60%            2.359801      1.00000000e+00      2.51005831e-27
model.solvers.SteadyStateSolver   INFO          23.80%            2.379801      1.00000000e+00      2.52022908e-27
model.solvers.SteadyStateSolver   INFO          24.00%            2.399801      1.00000000e+00      2.53039985e-27
model.solvers.SteadyStateSolver   INFO          24.20%            2.419801      1.00000000e+00      2.54057062e-27
model.solvers.SteadyStateSolver   INFO          24.40%            2.439801      1.00000000e+00      2.55074139e-27
model.solvers.SteadyStateSolver   INFO          24.60%            2.459801      1.00000000e+00      2.56091216e-27
model.solvers.SteadyStateSolver   INFO          24.80%            2.479801      1.00000000e+00      2.57108294e-27
model.solvers.SteadyStateSolver   INFO          25.00%            2.499801      1.00000000e+00      2.58125371e-27
model.solvers.SteadyStateSolver   INFO          25.20%            2.519801      1.00000000e+00      2.59142448e-27
model.solvers.SteadyStateSolver   INFO          25.40%            2.539801      1.00000000e+00      2.60159525e-27
model.solvers.SteadyStateSolver   INFO          25.60%            2.559801      1.00000000e+00      2.61176602e-27
model.solvers.SteadyStateSolver   INFO          25.80%            2.579801      1.00000000e+00      2.62193679e-27
model.solvers.SteadyStateSolver   INFO          26.00%            2.599801      1.00000000e+00      2.63210756e-27
model.solvers.SteadyStateSolver   INFO          26.20%            2.619801      1.00000000e+00      2.64227833e-27
model.solvers.SteadyStateSolver   INFO          26.40%            2.639801      1.00000000e+00      2.65244910e-27
model.solvers.SteadyStateSolver   INFO          26.60%            2.659801      1.00000000e+00      2.66261987e-27
model.solvers.SteadyStateSolver   INFO          26.80%            2.679801      1.00000000e+00      2.67279064e-27
model.solvers.SteadyStateSolver   INFO          27.00%            2.699801      1.00000000e+00      2.68296142e-27
model.solvers.SteadyStateSolver   INFO          27.20%            2.719801      1.00000000e+00      2.69313219e-27
model.solvers.SteadyStateSolver   INFO          27.40%            2.739801      1.00000000e+00      2.70330296e-27
model.solvers.SteadyStateSolver   INFO          27.60%            2.759801      1.00000000e+00      2.71347373e-27
model.solvers.SteadyStateSolver   INFO          27.80%            2.779801      1.00000000e+00      2.72364450e-27
model.solvers.SteadyStateSolver   INFO          28.00%            2.799801      1.00000000e+00      2.73381527e-27
model.solvers.SteadyStateSolver   INFO          28.20%            2.819801      1.00000000e+00      2.74398604e-27
model.solvers.SteadyStateSolver   INFO          28.40%            2.839801      1.00000000e+00      2.75415681e-27
model.solvers.SteadyStateSolver   INFO          28.60%            2.859801      1.00000000e+00      2.76432758e-27
model.solvers.SteadyStateSolver   INFO          28.80%            2.879801      1.00000000e+00      2.77449835e-27
model.solvers.SteadyStateSolver   INFO          29.00%            2.899801      1.00000000e+00      2.78466912e-27
model.solvers.SteadyStateSolver   INFO          29.20%            2.919801      1.00000000e+00      2.79483990e-27
model.solvers.SteadyStateSolver   INFO          29.40%            2.939801      1.00000000e+00      2.80501067e-27
model.solvers.SteadyStateSolver   INFO          29.60%            2.959801      1.00000000e+00      2.81518144e-27
model.solvers.SteadyStateSolver   INFO          29.80%            2.979801      1.00000000e+00      2.82535221e-27
model.solvers.SteadyStateSolver   INFO          30.00%            2.999801      1.00000000e+00      2.83552298e-27
model.solvers.SteadyStateSolver   INFO          30.20%            3.019801      1.00000000e+00      2.84569375e-27
model.solvers.SteadyStateSolver   INFO          30.40%            3.039801      1.00000000e+00      2.85586452e-27
model.solvers.SteadyStateSolver   INFO          30.60%            3.059801      1.00000000e+00      2.86603529e-27
model.solvers.SteadyStateSolver   INFO          30.80%            3.079801      1.00000000e+00      2.87620606e-27
model.solvers.SteadyStateSolver   INFO          31.00%            3.099801      1.00000000e+00      2.88637683e-27
model.solvers.SteadyStateSolver   INFO          31.20%            3.119801      1.00000000e+00      2.89654760e-27
model.solvers.SteadyStateSolver   INFO          31.40%            3.139801      1.00000000e+00      2.90671838e-27
model.solvers.SteadyStateSolver   INFO          31.60%            3.159801      1.00000000e+00      2.91688915e-27
model.solvers.SteadyStateSolver   INFO          31.80%            3.179801      1.00000000e+00      2.92705992e-27
model.solvers.SteadyStateSolver   INFO          32.00%            3.199801      1.00000000e+00      2.93723069e-27
model.solvers.SteadyStateSolver   INFO          32.20%            3.219801      1.00000000e+00      2.94740146e-27
model.solvers.SteadyStateSolver   INFO          32.40%            3.239801      1.00000000e+00      2.95757223e-27
model.solvers.SteadyStateSolver   INFO          32.60%            3.259801      1.00000000e+00      2.96774300e-27
model.solvers.SteadyStateSolver   INFO          32.80%            3.279801      1.00000000e+00      2.97791377e-27
model.solvers.SteadyStateSolver   INFO          33.00%            3.299801      1.00000000e+00      2.98808454e-27
model.solvers.SteadyStateSolver   INFO          33.20%            3.319801      1.00000000e+00      2.99825531e-27
model.solvers.SteadyStateSolver   INFO          33.40%            3.339801      1.00000000e+00      3.00842608e-27
model.solvers.SteadyStateSolver   INFO          33.60%            3.359801      1.00000000e+00      3.01859686e-27
model.solvers.SteadyStateSolver   INFO          33.80%            3.379801      1.00000000e+00      3.02876763e-27
model.solvers.SteadyStateSolver   INFO          34.00%            3.399801      1.00000000e+00      3.03893840e-27
model.solvers.SteadyStateSolver   INFO          34.20%            3.419801      1.00000000e+00      3.04910917e-27
model.solvers.SteadyStateSolver   INFO          34.40%            3.439801      1.00000000e+00      3.05927994e-27
model.solvers.SteadyStateSolver   INFO          34.60%            3.459801      1.00000000e+00      3.06945071e-27
model.solvers.SteadyStateSolver   INFO          34.80%            3.479801      1.00000000e+00      3.07962148e-27
model.solvers.SteadyStateSolver   INFO          35.00%            3.499801      1.00000000e+00      3.08979225e-27
model.solvers.SteadyStateSolver   INFO          35.20%            3.519801      1.00000000e+00      3.09996302e-27
model.solvers.SteadyStateSolver   INFO          35.40%            3.539801      1.00000000e+00      3.11013379e-27
model.solvers.SteadyStateSolver   INFO          35.60%            3.559801      1.00000000e+00      3.12030456e-27
model.solvers.SteadyStateSolver   INFO          35.80%            3.579801      1.00000000e+00      3.13047534e-27
model.solvers.SteadyStateSolver   INFO          36.00%            3.599801      1.00000000e+00      3.14064611e-27
model.solvers.SteadyStateSolver   INFO          36.20%            3.619801      1.00000000e+00      3.15081688e-27
model.solvers.SteadyStateSolver   INFO          36.40%            3.639801      1.00000000e+00      3.16098765e-27
model.solvers.SteadyStateSolver   INFO          36.60%            3.659801      1.00000000e+00      3.17115842e-27
model.solvers.SteadyStateSolver   INFO          36.80%            3.679801      1.00000000e+00      3.18132919e-27
model.solvers.SteadyStateSolver   INFO          37.00%            3.699801      1.00000000e+00      3.19149996e-27
model.solvers.SteadyStateSolver   INFO          37.20%            3.719801      1.00000000e+00      3.20167073e-27
model.solvers.SteadyStateSolver   INFO          37.40%            3.739801      1.00000000e+00      3.21184150e-27
model.solvers.SteadyStateSolver   INFO          37.60%            3.759801      1.00000000e+00      3.22201227e-27
model.solvers.SteadyStateSolver   INFO          37.80%            3.779801      1.00000000e+00      3.23218304e-27
model.solvers.SteadyStateSolver   INFO          38.00%            3.799801      1.00000000e+00      3.24235382e-27
model.solvers.SteadyStateSolver   INFO          38.20%            3.819801      1.00000000e+00      3.25252459e-27
model.solvers.SteadyStateSolver   INFO          38.40%            3.839801      1.00000000e+00      3.26269536e-27
model.solvers.SteadyStateSolver   INFO          38.60%            3.859801      1.00000000e+00      3.27286613e-27
model.solvers.SteadyStateSolver   INFO          38.80%            3.879801      1.00000000e+00      3.28303690e-27
model.solvers.SteadyStateSolver   INFO          39.00%            3.899801      1.00000000e+00      3.29320767e-27
model.solvers.SteadyStateSolver   INFO          39.20%            3.919801      1.00000000e+00      3.30337844e-27
model.solvers.SteadyStateSolver   INFO          39.40%            3.939801      1.00000000e+00      3.31354921e-27
model.solvers.SteadyStateSolver   INFO          39.60%            3.959801      1.00000000e+00      3.32371998e-27
model.solvers.SteadyStateSolver   INFO          39.80%            3.979801      1.00000000e+00      3.33389075e-27
model.solvers.SteadyStateSolver   INFO          40.00%            3.999801      1.00000000e+00      3.34406152e-27
model.solvers.SteadyStateSolver   INFO          40.20%            4.019801      1.00000000e+00      3.35423230e-27
model.solvers.SteadyStateSolver   INFO          40.40%            4.039801      1.00000000e+00      3.36440307e-27
model.solvers.SteadyStateSolver   INFO          40.60%            4.059801      1.00000000e+00      3.37457384e-27
model.solvers.SteadyStateSolver   INFO          40.80%            4.079801      1.00000000e+00      3.38474461e-27
model.solvers.SteadyStateSolver   INFO          41.00%            4.099801      1.00000000e+00      3.39491538e-27
model.solvers.SteadyStateSolver   INFO          41.20%            4.119801      1.00000000e+00      3.40508615e-27
model.solvers.SteadyStateSolver   INFO          41.40%            4.139801      1.00000000e+00      3.41525692e-27
model.solvers.SteadyStateSolver   INFO          41.60%            4.159801      1.00000000e+00      3.42542769e-27
model.solvers.SteadyStateSolver   INFO          41.80%            4.179801      1.00000000e+00      3.43559846e-27
model.solvers.SteadyStateSolver   INFO          42.00%            4.199801      1.00000000e+00      3.44576923e-27
model.solvers.SteadyStateSolver   INFO          42.20%            4.219801      1.00000000e+00      3.45594000e-27
model.solvers.SteadyStateSolver   INFO          42.40%            4.239801      1.00000000e+00      3.46611078e-27
