model   INFO     ------------------------------------
model   INFO      Model is runing in MPI Environment 
model   INFO      Number of process: 1
model   INFO     ------------------------------------
model   INFO      
model   INFO     Loading Kinetic Model...

model   INFO     read in parameters...
model   INFO     unitcell_area = 9e-20
model   INFO     tolerance = 1e-50
model   INFO     rxn_expressions =
model   INFO             CO_g + *_s <-> C-O_s -> CO_s
model   INFO             O2_g + 2*_s <-> O-O_2s -> 2O_s
model   INFO             CO_s + O_s <-> CO-O_2s -> CO2_g + 2*_s
model   INFO     temperature = 500
model   INFO     corrector = ThermodynamicCorrector
model   INFO     plotter = EnergyProfilePlotter
model   INFO     max_rootfinding_iterations = 100
model   INFO     rate_algo = TST
model   INFO     species_definitions =
model   INFO             CO_g: {'pressure': 1e-05}
model   INFO             CO2_g: {'pressure': 0.0}
model   INFO             O2_g: {'pressure': 5}
model   INFO             *_s: {'type': 'site', 'total': 1.0, 'site_name': 'top'}
model   INFO     rootfinding = MDNewton
model   INFO     active_ratio = 0.4444444444444444
model   INFO     Parsing elementary rxns...
model   INFO     MicroKineticModel creating...success!

model.solvers.SteadyStateSolver   INFO     entering lsoda ODE integration loop...
model.solvers.SteadyStateSolver   INFO     start = 0.00  end = 0.00  step = 0.000000

model.solvers.SteadyStateSolver   INFO        process             time(s)                CO_s                 O_s
model.solvers.SteadyStateSolver   INFO          38.80%            0.000194      9.96520569e-01      5.84024786e-06
model.solvers.SteadyStateSolver   INFO          39.00%            0.000195      9.96521141e-01      5.68200556e-06
model.solvers.SteadyStateSolver   INFO          39.20%            0.000196      9.96521682e-01      5.53239936e-06
model.solvers.SteadyStateSolver   INFO          39.40%            0.000197      9.96522194e-01      5.39095745e-06
model.solvers.SteadyStateSolver   INFO          39.60%            0.000198      9.96522677e-01      5.25723412e-06
model.solvers.SteadyStateSolver   INFO          39.80%            0.000199      9.96523134e-01      5.13080839e-06
model.solvers.SteadyStateSolver   INFO          40.00%            0.000200      9.96523566e-01      5.01128245e-06
model.solvers.SteadyStateSolver   INFO          40.20%            0.000201      9.96523975e-01      4.89827931e-06
model.solvers.SteadyStateSolver   INFO          40.40%            0.000202      9.96524361e-01      4.79144287e-06
model.solvers.SteadyStateSolver   INFO          40.60%            0.000203      9.96524727e-01      4.69043679e-06
model.solvers.SteadyStateSolver   INFO          40.80%            0.000204      9.96525072e-01      4.59494319e-06
model.solvers.SteadyStateSolver   INFO          41.00%            0.000205      9.96525398e-01      4.50466089e-06
model.solvers.SteadyStateSolver   INFO          41.20%            0.000206      9.96525707e-01      4.41930539e-06
model.solvers.SteadyStateSolver   INFO          41.40%            0.000207      9.96525999e-01      4.33860799e-06
model.solvers.SteadyStateSolver   INFO          41.60%            0.000208      9.96526275e-01      4.26231472e-06
model.solvers.SteadyStateSolver   INFO          41.80%            0.000209      9.96526536e-01      4.19018495e-06
model.solvers.SteadyStateSolver   INFO          42.00%            0.000210      9.96526782e-01      4.12199140e-06
model.solvers.SteadyStateSolver   INFO          42.20%            0.000211      9.96527015e-01      4.05751938e-06
model.solvers.SteadyStateSolver   INFO          42.40%            0.000212      9.96527236e-01      3.99656602e-06
model.solvers.SteadyStateSolver   INFO          42.60%            0.000213      9.96527444e-01      3.93893904e-06
model.solvers.SteadyStateSolver   INFO          42.80%            0.000214      9.96527641e-01      3.88445686e-06
model.solvers.SteadyStateSolver   INFO          43.00%            0.000215      9.96527828e-01      3.83294794e-06
model.solvers.SteadyStateSolver   INFO          43.20%            0.000216      9.96528004e-01      3.78425018e-06
model.solvers.SteadyStateSolver   INFO          43.40%            0.000217      9.96528170e-01      3.73820997e-06
model.solvers.SteadyStateSolver   INFO          43.60%            0.000218      9.96528328e-01      3.69468224e-06
model.solvers.SteadyStateSolver   INFO          43.80%            0.000219      9.96528476e-01      3.65352996e-06
model.solvers.SteadyStateSolver   INFO          44.00%            0.000220      9.96528617e-01      3.61462362e-06
model.solvers.SteadyStateSolver   INFO          44.20%            0.000221      9.96528750e-01      3.57784050e-06
model.solvers.SteadyStateSolver   INFO          44.40%            0.000222      9.96528876e-01      3.54306470e-06
model.solvers.SteadyStateSolver   INFO          44.60%            0.000223      9.96528995e-01      3.51018674e-06
model.solvers.SteadyStateSolver   INFO          44.80%            0.000224      9.96529107e-01      3.47910315e-06
model.solvers.SteadyStateSolver   INFO          45.00%            0.000225      9.96529214e-01      3.44971582e-06
model.solvers.SteadyStateSolver   INFO          45.20%            0.000226      9.96529314e-01      3.42193217e-06
model.solvers.SteadyStateSolver   INFO          45.40%            0.000227      9.96529409e-01      3.39566475e-06
model.solvers.SteadyStateSolver   INFO          45.60%            0.000228      9.96529499e-01      3.37083098e-06
model.solvers.SteadyStateSolver   INFO          45.80%            0.000229      9.96529584e-01      3.34735251e-06
model.solvers.SteadyStateSolver   INFO          46.00%            0.000230      9.96529664e-01      3.32515529e-06
model.solvers.SteadyStateSolver   INFO          46.20%            0.000231      9.96529740e-01      3.30416942e-06
model.solvers.SteadyStateSolver   INFO          46.40%            0.000232      9.96529812e-01      3.28432886e-06
model.solvers.SteadyStateSolver   INFO          46.60%            0.000233      9.96529880e-01      3.26557115e-06
model.solvers.SteadyStateSolver   INFO          46.80%            0.000234      9.96529944e-01      3.24783706e-06
model.solvers.SteadyStateSolver   INFO          47.00%            0.000235      9.96530005e-01      3.23107074e-06
model.solvers.SteadyStateSolver   INFO          47.20%            0.000236      9.96530062e-01      3.21521941e-06
model.solvers.SteadyStateSolver   INFO          47.40%            0.000237      9.96530116e-01      3.20023324e-06
model.solvers.SteadyStateSolver   INFO          47.60%            0.000238      9.96530167e-01      3.18606490e-06
model.solvers.SteadyStateSolver   INFO          47.80%            0.000239      9.96530216e-01      3.17266972e-06
model.solvers.SteadyStateSolver   INFO          48.00%            0.000240      9.96530262e-01      3.16000556e-06
model.solvers.SteadyStateSolver   INFO          48.20%            0.000241      9.96530305e-01      3.14803258e-06
model.solvers.SteadyStateSolver   INFO          48.40%            0.000242      9.96530346e-01      3.13671303e-06
model.solvers.SteadyStateSolver   INFO          48.60%            0.000243      9.96530385e-01      3.12601119e-06
model.solvers.SteadyStateSolver   INFO          48.80%            0.000244      9.96530421e-01      3.11589336e-06
model.solvers.SteadyStateSolver   INFO          49.00%            0.000245      9.96530456e-01      3.10632772e-06
model.solvers.SteadyStateSolver   INFO          49.20%            0.000246      9.96530489e-01      3.09728416e-06
model.solvers.SteadyStateSolver   INFO          49.40%            0.000247      9.96530520e-01      3.08873411e-06
model.solvers.SteadyStateSolver   INFO          49.60%            0.000248      9.96530549e-01      3.08065064e-06
model.solvers.SteadyStateSolver   INFO          49.80%            0.000249      9.96530576e-01      3.07300832e-06
model.solvers.SteadyStateSolver   INFO          50.00%            0.000250      9.96530603e-01      3.06578312e-06
model.solvers.SteadyStateSolver   INFO          50.20%            0.000251      9.96530627e-01      3.05895221e-06
model.solvers.SteadyStateSolver   INFO          50.40%            0.000252      9.96530651e-01      3.05249407e-06
model.solvers.SteadyStateSolver   INFO          50.60%            0.000253      9.96530673e-01      3.04638836e-06
model.solvers.SteadyStateSolver   INFO          50.80%            0.000254      9.96530694e-01      3.04061589e-06
model.solvers.SteadyStateSolver   INFO          51.00%            0.000255      9.96530713e-01      3.03515844e-06
model.solvers.SteadyStateSolver   INFO          51.20%            0.000256      9.96530732e-01      3.02999881e-06
model.solvers.SteadyStateSolver   INFO          51.40%            0.000257      9.96530750e-01      3.02512075e-06
model.solvers.SteadyStateSolver   INFO          51.60%            0.000258      9.96530766e-01      3.02050891e-06
model.solvers.SteadyStateSolver   INFO          51.80%            0.000259      9.96530782e-01      3.01614879e-06
model.solvers.SteadyStateSolver   INFO          52.00%            0.000260      9.96530797e-01      3.01202660e-06
model.solvers.SteadyStateSolver   INFO          52.20%            0.000261      9.96530811e-01      3.00812937e-06
model.solvers.SteadyStateSolver   INFO          52.40%            0.000262      9.96530824e-01      3.00444482e-06
model.solvers.SteadyStateSolver   INFO          52.60%            0.000263      9.96530837e-01      3.00096136e-06
model.solvers.SteadyStateSolver   INFO          52.80%            0.000264      9.96530849e-01      2.99766802e-06
model.solvers.SteadyStateSolver   INFO          53.00%            0.000265      9.96530860e-01      2.99455439e-06
model.solvers.SteadyStateSolver   INFO          53.20%            0.000266      9.96530871e-01      2.99161068e-06
model.solvers.SteadyStateSolver   INFO          53.40%            0.000267      9.96530881e-01      2.98882762e-06
model.solvers.SteadyStateSolver   INFO          53.60%            0.000268      9.96530891e-01      2.98619644e-06
model.solvers.SteadyStateSolver   INFO          53.80%            0.000269      9.96530900e-01      2.98370882e-06
model.solvers.SteadyStateSolver   INFO          54.00%            0.000270      9.96530908e-01      2.98135694e-06
model.solvers.SteadyStateSolver   INFO          54.20%            0.000271      9.96530916e-01      2.97913341e-06
model.solvers.SteadyStateSolver   INFO          54.40%            0.000272      9.96530924e-01      2.97703128e-06
model.solvers.SteadyStateSolver   INFO          54.60%            0.000273      9.96530931e-01      2.97504391e-06
model.solvers.SteadyStateSolver   INFO          54.80%            0.000274      9.96530938e-01      2.97316502e-06
model.solvers.SteadyStateSolver   INFO          55.00%            0.000275      9.96530944e-01      2.97138869e-06
model.solvers.SteadyStateSolver   INFO          55.20%            0.000276      9.96530950e-01      2.96970931e-06
model.solvers.SteadyStateSolver   INFO          55.40%            0.000277      9.96530956e-01      2.96812154e-06
model.solvers.SteadyStateSolver   INFO          55.60%            0.000278      9.96530961e-01      2.96662042e-06
model.solvers.SteadyStateSolver   INFO          55.80%            0.000279      9.96530966e-01      2.96520125e-06
model.solvers.SteadyStateSolver   INFO          56.00%            0.000280      9.96530971e-01      2.96385955e-06
model.solvers.SteadyStateSolver   INFO          56.20%            0.000281      9.96530976e-01      2.96259106e-06
model.solvers.SteadyStateSolver   INFO          56.40%            0.000282      9.96530980e-01      2.96139173e-06
model.solvers.SteadyStateSolver   INFO          56.60%            0.000283      9.96530984e-01      2.96025782e-06
model.solvers.SteadyStateSolver   INFO          56.80%            0.000284      9.96530988e-01      2.95918581e-06
model.solvers.SteadyStateSolver   INFO          57.00%            0.000285      9.96530992e-01      2.95817233e-06
model.solvers.SteadyStateSolver   INFO          57.20%            0.000286      9.96530995e-01      2.95721415e-06
model.solvers.SteadyStateSolver   INFO          57.40%            0.000287      9.96530999e-01      2.95630824e-06
model.solvers.SteadyStateSolver   INFO          57.60%            0.000288      9.96531002e-01      2.95545175e-06
model.solvers.SteadyStateSolver   INFO          57.80%            0.000289      9.96531005e-01      2.95464204e-06
model.solvers.SteadyStateSolver   INFO          58.00%            0.000290      9.96531007e-01      2.95387653e-06
model.solvers.SteadyStateSolver   INFO          58.20%            0.000291      9.96531010e-01      2.95315281e-06
model.solvers.SteadyStateSolver   INFO          58.40%            0.000292      9.96531013e-01      2.95246855e-06
model.solvers.SteadyStateSolver   INFO          58.60%            0.000293      9.96531015e-01      2.95182162e-06
model.solvers.SteadyStateSolver   INFO          58.80%            0.000294      9.96531017e-01      2.95121001e-06
model.solvers.SteadyStateSolver   INFO          59.00%            0.000295      9.96531019e-01      2.95063179e-06
model.solvers.SteadyStateSolver   INFO          59.20%            0.000296      9.96531021e-01      2.95008513e-06
model.solvers.SteadyStateSolver   INFO          59.40%            0.000297      9.96531023e-01      2.94956828e-06
model.solvers.SteadyStateSolver   INFO          59.60%            0.000298      9.96531025e-01      2.94907963e-06
model.solvers.SteadyStateSolver   INFO          59.80%            0.000299      9.96531026e-01      2.94861767e-06
model.solvers.SteadyStateSolver   INFO          60.00%            0.000300      9.96531028e-01      2.94818094e-06
model.solvers.SteadyStateSolver   INFO          60.20%            0.000301      9.96531030e-01      2.94776805e-06
model.solvers.SteadyStateSolver   INFO          60.40%            0.000302      9.96531031e-01      2.94737769e-06
model.solvers.SteadyStateSolver   INFO          60.60%            0.000303      9.96531032e-01      2.94700858e-06
model.solvers.SteadyStateSolver   INFO          60.80%            0.000304      9.96531034e-01      2.94665962e-06
model.solvers.SteadyStateSolver   INFO          61.00%            0.000305      9.96531035e-01      2.94632971e-06
model.solvers.SteadyStateSolver   INFO          61.20%            0.000306      9.96531036e-01      2.94601782e-06
model.solvers.SteadyStateSolver   INFO          61.40%            0.000307      9.96531037e-01      2.94572295e-06
model.solvers.SteadyStateSolver   INFO          61.60%            0.000308      9.96531038e-01      2.94544416e-06
model.solvers.SteadyStateSolver   INFO          61.80%            0.000309      9.96531039e-01      2.94518057e-06
model.solvers.SteadyStateSolver   INFO          62.00%            0.000310      9.96531040e-01      2.94493137e-06
model.solvers.SteadyStateSolver   INFO          62.20%            0.000311      9.96531041e-01      2.94469578e-06
model.solvers.SteadyStateSolver   INFO          62.40%            0.000312      9.96531041e-01      2.94447306e-06
model.solvers.SteadyStateSolver   INFO          62.60%            0.000313      9.96531042e-01      2.94426249e-06
model.solvers.SteadyStateSolver   INFO          62.80%            0.000314      9.96531043e-01      2.94406339e-06
model.solvers.SteadyStateSolver   INFO          63.00%            0.000315      9.96531044e-01      2.94387516e-06
model.solvers.SteadyStateSolver   INFO          63.20%            0.000316      9.96531044e-01      2.94369721e-06
model.solvers.SteadyStateSolver   INFO          63.40%            0.000317      9.96531045e-01      2.94352898e-06
model.solvers.SteadyStateSolver   INFO          63.60%            0.000318      9.96531045e-01      2.94336993e-06
model.solvers.SteadyStateSolver   INFO          63.80%            0.000319      9.96531046e-01      2.94321956e-06
model.solvers.SteadyStateSolver   INFO          64.00%            0.000320      9.96531047e-01      2.94307738e-06
model.solvers.SteadyStateSolver   INFO          64.20%            0.000321      9.96531047e-01      2.94294296e-06
model.solvers.SteadyStateSolver   INFO          64.40%            0.000322      9.96531047e-01      2.94281589e-06
model.solvers.SteadyStateSolver   INFO          64.60%            0.000323      9.96531048e-01      2.94269575e-06
model.solvers.SteadyStateSolver   INFO          64.80%            0.000324      9.96531048e-01      2.94258218e-06
model.solvers.SteadyStateSolver   INFO          65.00%            0.000325      9.96531049e-01      2.94247479e-06
model.solvers.SteadyStateSolver   INFO          65.20%            0.000326      9.96531049e-01      2.94237323e-06
model.solvers.SteadyStateSolver   INFO          65.40%            0.000327      9.96531049e-01      2.94227726e-06
model.solvers.SteadyStateSolver   INFO          65.60%            0.000328      9.96531050e-01      2.94218653e-06
model.solvers.SteadyStateSolver   INFO          65.80%            0.000329      9.96531050e-01      2.94210074e-06
model.solvers.SteadyStateSolver   INFO          66.00%            0.000330      9.96531050e-01      2.94201963e-06
model.solvers.SteadyStateSolver   INFO          66.20%            0.000331      9.96531051e-01      2.94194295e-06
model.solvers.SteadyStateSolver   INFO          66.40%            0.000332      9.96531051e-01      2.94187045e-06
model.solvers.SteadyStateSolver   INFO          66.60%            0.000333      9.96531051e-01      2.94180191e-06
model.solvers.SteadyStateSolver   INFO          66.80%            0.000334      9.96531051e-01      2.94173713e-06
model.solvers.SteadyStateSolver   INFO          67.00%            0.000335      9.96531052e-01      2.94167588e-06
model.solvers.SteadyStateSolver   INFO          67.20%            0.000336      9.96531052e-01      2.94161797e-06
model.solvers.SteadyStateSolver   INFO          67.40%            0.000337      9.96531052e-01      2.94156321e-06
model.solvers.SteadyStateSolver   INFO          67.60%            0.000338      9.96531052e-01      2.94151143e-06
model.solvers.SteadyStateSolver   INFO          67.80%            0.000339      9.96531052e-01      2.94146246e-06
model.solvers.SteadyStateSolver   INFO          68.00%            0.000340      9.96531053e-01      2.94141614e-06
model.solvers.SteadyStateSolver   INFO          68.20%            0.000341      9.96531053e-01      2.94137233e-06
model.solvers.SteadyStateSolver   INFO          68.40%            0.000342      9.96531053e-01      2.94133090e-06
model.solvers.SteadyStateSolver   INFO          68.60%            0.000343      9.96531053e-01      2.94129172e-06
model.solvers.SteadyStateSolver   INFO          68.80%            0.000344      9.96531053e-01      2.94125468e-06
model.solvers.SteadyStateSolver   INFO          69.00%            0.000345      9.96531053e-01      2.94121967e-06
model.solvers.SteadyStateSolver   INFO          69.20%            0.000346      9.96531053e-01      2.94118662e-06
model.solvers.SteadyStateSolver   INFO          69.40%            0.000347      9.96531053e-01      2.94115539e-06
model.solvers.SteadyStateSolver   INFO          69.60%            0.000348      9.96531054e-01      2.94112587e-06
model.solvers.SteadyStateSolver   INFO          69.80%            0.000349      9.96531054e-01      2.94109795e-06
model.solvers.SteadyStateSolver   INFO          70.00%            0.000350      9.96531054e-01      2.94107155e-06
model.solvers.SteadyStateSolver   INFO          70.20%            0.000351      9.96531054e-01      2.94104659e-06
model.solvers.SteadyStateSolver   INFO          70.40%            0.000352      9.96531054e-01      2.94102299e-06
model.solvers.SteadyStateSolver   INFO          70.60%            0.000353      9.96531054e-01      2.94100071e-06
model.solvers.SteadyStateSolver   INFO          70.80%            0.000354      9.96531054e-01      2.94097967e-06
model.solvers.SteadyStateSolver   INFO          71.00%            0.000355      9.96531054e-01      2.94095979e-06
model.solvers.SteadyStateSolver   INFO          71.20%            0.000356      9.96531054e-01      2.94094098e-06
model.solvers.SteadyStateSolver   INFO          71.40%            0.000357      9.96531054e-01      2.94092320e-06
model.solvers.SteadyStateSolver   INFO          71.60%            0.000358      9.96531054e-01      2.94090638e-06
model.solvers.SteadyStateSolver   INFO          71.80%            0.000359      9.96531054e-01      2.94089048e-06
model.solvers.SteadyStateSolver   INFO          72.00%            0.000360      9.96531054e-01      2.94087543e-06
model.solvers.SteadyStateSolver   INFO          72.20%            0.000361      9.96531055e-01      2.94086122e-06
model.solvers.SteadyStateSolver   INFO          72.40%            0.000362      9.96531055e-01      2.94084741e-06
model.solvers.SteadyStateSolver   INFO          72.60%            0.000363      9.96531055e-01      2.94083487e-06
model.solvers.SteadyStateSolver   INFO          72.80%            0.000364      9.96531055e-01      2.94082295e-06
model.solvers.SteadyStateSolver   INFO          73.00%            0.000365      9.96531055e-01      2.94081163e-06
model.solvers.SteadyStateSolver   INFO          73.20%            0.000366      9.96531055e-01      2.94080090e-06
model.solvers.SteadyStateSolver   INFO          73.40%            0.000367      9.96531055e-01      2.94079073e-06
model.solvers.SteadyStateSolver   INFO          73.60%            0.000368      9.96531055e-01      2.94078112e-06
model.solvers.SteadyStateSolver   INFO          73.80%            0.000369      9.96531055e-01      2.94077203e-06
model.solvers.SteadyStateSolver   INFO          74.00%            0.000370      9.96531055e-01      2.94076345e-06
model.solvers.SteadyStateSolver   INFO          74.20%            0.000371      9.96531055e-01      2.94075534e-06
model.solvers.SteadyStateSolver   INFO          74.40%            0.000372      9.96531055e-01      2.94074767e-06
model.solvers.SteadyStateSolver   INFO          74.60%            0.000373      9.96531055e-01      2.94074043e-06
model.solvers.SteadyStateSolver   INFO          74.80%            0.000374      9.96531055e-01      2.94073358e-06
model.solvers.SteadyStateSolver   INFO          75.00%            0.000375      9.96531055e-01      2.94072711e-06
model.solvers.SteadyStateSolver   INFO          75.20%            0.000376      9.96531055e-01      2.94072099e-06
model.solvers.SteadyStateSolver   INFO          75.40%            0.000377      9.96531055e-01      2.94071519e-06
model.solvers.SteadyStateSolver   INFO          75.60%            0.000378      9.96531055e-01      2.94070971e-06
model.solvers.SteadyStateSolver   INFO          75.80%            0.000379      9.96531055e-01      2.94070454e-06
model.solvers.SteadyStateSolver   INFO          76.00%            0.000380      9.96531055e-01      2.94069965e-06
model.solvers.SteadyStateSolver   INFO          76.20%            0.000381      9.96531055e-01      2.94069503e-06
model.solvers.SteadyStateSolver   INFO          76.40%            0.000382      9.96531055e-01      2.94069067e-06
model.solvers.SteadyStateSolver   INFO          76.60%            0.000383      9.96531055e-01      2.94068653e-06
model.solvers.SteadyStateSolver   INFO          76.80%            0.000384      9.96531055e-01      2.94068260e-06
model.solvers.SteadyStateSolver   INFO          77.00%            0.000385      9.96531055e-01      2.94067888e-06
model.solvers.SteadyStateSolver   INFO          77.20%            0.000386      9.96531055e-01      2.94067535e-06
model.solvers.SteadyStateSolver   INFO          77.40%            0.000387      9.96531055e-01      2.94067203e-06
model.solvers.SteadyStateSolver   INFO          77.60%            0.000388      9.96531055e-01      2.94066888e-06
model.solvers.SteadyStateSolver   INFO          77.80%            0.000389      9.96531055e-01      2.94066591e-06
model.solvers.SteadyStateSolver   INFO          78.00%            0.000390      9.96531055e-01      2.94066311e-06
model.solvers.SteadyStateSolver   INFO          78.20%            0.000391      9.96531055e-01      2.94066045e-06
model.solvers.SteadyStateSolver   INFO          78.40%            0.000392      9.96531055e-01      2.94065793e-06
model.solvers.SteadyStateSolver   INFO          78.60%            0.000393      9.96531055e-01      2.94065518e-06
model.solvers.SteadyStateSolver   INFO          78.80%            0.000394      9.96531055e-01      2.94065307e-06
model.solvers.SteadyStateSolver   INFO          79.00%            0.000395      9.96531055e-01      2.94065105e-06
model.solvers.SteadyStateSolver   INFO          79.20%            0.000396      9.96531055e-01      2.94064911e-06
model.solvers.SteadyStateSolver   INFO          79.40%            0.000397      9.96531055e-01      2.94064725e-06
model.solvers.SteadyStateSolver   INFO          79.60%            0.000398      9.96531055e-01      2.94064547e-06
model.solvers.SteadyStateSolver   INFO          79.80%            0.000399      9.96531055e-01      2.94064378e-06
model.solvers.SteadyStateSolver   INFO          80.00%            0.000400      9.96531055e-01      2.94064218e-06
model.solvers.SteadyStateSolver   INFO          80.20%            0.000401      9.96531055e-01      2.94064064e-06
model.solvers.SteadyStateSolver   INFO          80.40%            0.000402      9.96531055e-01      2.94063918e-06
model.solvers.SteadyStateSolver   INFO          80.60%            0.000403      9.96531055e-01      2.94063779e-06
model.solvers.SteadyStateSolver   INFO          80.80%            0.000404      9.96531055e-01      2.94063647e-06
model.solvers.SteadyStateSolver   INFO          81.00%            0.000405      9.96531055e-01      2.94063523e-06
model.solvers.SteadyStateSolver   INFO          81.20%            0.000406      9.96531055e-01      2.94063405e-06
model.solvers.SteadyStateSolver   INFO          81.40%            0.000407      9.96531055e-01      2.94063295e-06
model.solvers.SteadyStateSolver   INFO          81.60%            0.000408      9.96531055e-01      2.94063192e-06
model.solvers.SteadyStateSolver   INFO          81.80%            0.000409      9.96531055e-01      2.94063096e-06
model.solvers.SteadyStateSolver   INFO          82.00%            0.000410      9.96531055e-01      2.94063007e-06
model.solvers.SteadyStateSolver   INFO          82.20%            0.000411      9.96531055e-01      2.94062923e-06
model.solvers.SteadyStateSolver   INFO          82.40%            0.000412      9.96531055e-01      2.94062842e-06
model.solvers.SteadyStateSolver   INFO          82.60%            0.000413      9.96531055e-01      2.94062766e-06
model.solvers.SteadyStateSolver   INFO          82.80%            0.000414      9.96531055e-01      2.94062693e-06
model.solvers.SteadyStateSolver   INFO          83.00%            0.000415      9.96531055e-01      2.94062625e-06
model.solvers.SteadyStateSolver   INFO          83.20%            0.000416      9.96531055e-01      2.94062561e-06
model.solvers.SteadyStateSolver   INFO          83.40%            0.000417      9.96531055e-01      2.94062500e-06
model.solvers.SteadyStateSolver   INFO          83.60%            0.000418      9.96531055e-01      2.94062444e-06
model.solvers.SteadyStateSolver   INFO          83.80%            0.000419      9.96531055e-01      2.94062392e-06
model.solvers.SteadyStateSolver   INFO          84.00%            0.000420      9.96531055e-01      2.94062343e-06
model.solvers.SteadyStateSolver   INFO          84.20%            0.000421      9.96531055e-01      2.94062297e-06
model.solvers.SteadyStateSolver   INFO          84.40%            0.000422      9.96531055e-01      2.94062253e-06
model.solvers.SteadyStateSolver   INFO          84.60%            0.000423      9.96531055e-01      2.94062211e-06
model.solvers.SteadyStateSolver   INFO          84.80%            0.000424      9.96531055e-01      2.94062171e-06
model.solvers.SteadyStateSolver   INFO          85.00%            0.000425      9.96531055e-01      2.94062133e-06
model.solvers.SteadyStateSolver   INFO          85.20%            0.000426      9.96531055e-01      2.94062097e-06
model.solvers.SteadyStateSolver   INFO          85.40%            0.000427      9.96531055e-01      2.94062063e-06
model.solvers.SteadyStateSolver   INFO          85.60%            0.000428      9.96531055e-01      2.94062031e-06
model.solvers.SteadyStateSolver   INFO          85.80%            0.000429      9.96531055e-01      2.94062001e-06
model.solvers.SteadyStateSolver   INFO          86.00%            0.000430      9.96531055e-01      2.94061973e-06
model.solvers.SteadyStateSolver   INFO          86.20%            0.000431      9.96531055e-01      2.94061946e-06
model.solvers.SteadyStateSolver   INFO          86.40%            0.000432      9.96531055e-01      2.94061920e-06
model.solvers.SteadyStateSolver   INFO          86.60%            0.000433      9.96531055e-01      2.94061896e-06
model.solvers.SteadyStateSolver   INFO          86.80%            0.000434      9.96531055e-01      2.94061872e-06
model.solvers.SteadyStateSolver   INFO          87.00%            0.000435      9.96531055e-01      2.94061850e-06
model.solvers.SteadyStateSolver   INFO          87.20%            0.000436      9.96531055e-01      2.94061829e-06
model.solvers.SteadyStateSolver   INFO          87.40%            0.000437      9.96531055e-01      2.94061809e-06
model.solvers.SteadyStateSolver   INFO          87.60%            0.000438      9.96531055e-01      2.94061790e-06
model.solvers.SteadyStateSolver   INFO          87.80%            0.000439      9.96531055e-01      2.94061772e-06
model.solvers.SteadyStateSolver   INFO          88.00%            0.000440      9.96531055e-01      2.94061755e-06
model.solvers.SteadyStateSolver   INFO          88.20%            0.000441      9.96531055e-01      2.94061739e-06
model.solvers.SteadyStateSolver   INFO          88.40%            0.000442      9.96531055e-01      2.94061724e-06
model.solvers.SteadyStateSolver   INFO          88.60%            0.000443      9.96531055e-01      2.94061709e-06
model.solvers.SteadyStateSolver   INFO          88.80%            0.000444      9.96531055e-01      2.94061696e-06
model.solvers.SteadyStateSolver   INFO          89.00%            0.000445      9.96531055e-01      2.94061682e-06
model.solvers.SteadyStateSolver   INFO          89.20%            0.000446      9.96531055e-01      2.94061670e-06
model.solvers.SteadyStateSolver   INFO          89.40%            0.000447      9.96531055e-01      2.94061658e-06
model.solvers.SteadyStateSolver   INFO          89.60%            0.000448      9.96531055e-01      2.94061647e-06
model.solvers.SteadyStateSolver   INFO          89.80%            0.000449      9.96531055e-01      2.94061636e-06
model.solvers.SteadyStateSolver   INFO          90.00%            0.000450      9.96531055e-01      2.94061627e-06
model.solvers.SteadyStateSolver   INFO          90.20%            0.000451      9.96531055e-01      2.94061617e-06
model.solvers.SteadyStateSolver   INFO          90.40%            0.000452      9.96531055e-01      2.94061608e-06
model.solvers.SteadyStateSolver   INFO          90.60%            0.000453      9.96531055e-01      2.94061600e-06
model.solvers.SteadyStateSolver   INFO          90.80%            0.000454      9.96531055e-01      2.94061592e-06
model.solvers.SteadyStateSolver   INFO          91.00%            0.000455      9.96531055e-01      2.94061584e-06
model.solvers.SteadyStateSolver   INFO          91.20%            0.000456      9.96531055e-01      2.94061577e-06
model.solvers.SteadyStateSolver   INFO          91.40%            0.000457      9.96531055e-01      2.94061570e-06
model.solvers.SteadyStateSolver   INFO          91.60%            0.000458      9.96531055e-01      2.94061563e-06
model.solvers.SteadyStateSolver   INFO          91.80%            0.000459      9.96531055e-01      2.94061557e-06
model.solvers.SteadyStateSolver   INFO          92.00%            0.000460      9.96531055e-01      2.94061552e-06
model.solvers.SteadyStateSolver   INFO          92.20%            0.000461      9.96531055e-01      2.94061546e-06
model.solvers.SteadyStateSolver   INFO          92.40%            0.000462      9.96531055e-01      2.94061541e-06
model.solvers.SteadyStateSolver   INFO          92.60%            0.000463      9.96531055e-01      2.94061536e-06
model.solvers.SteadyStateSolver   INFO          92.80%            0.000464      9.96531055e-01      2.94061532e-06
model.solvers.SteadyStateSolver   INFO          93.00%            0.000465      9.96531055e-01      2.94061527e-06
model.solvers.SteadyStateSolver   INFO          93.20%            0.000466      9.96531055e-01      2.94061523e-06
model.solvers.SteadyStateSolver   INFO          93.40%            0.000467      9.96531055e-01      2.94061519e-06
model.solvers.SteadyStateSolver   INFO          93.60%            0.000468      9.96531055e-01      2.94061515e-06
model.solvers.SteadyStateSolver   INFO          93.80%            0.000469      9.96531055e-01      2.94061512e-06
model.solvers.SteadyStateSolver   INFO          94.00%            0.000470      9.96531055e-01      2.94061509e-06
